Bangla Text, Equation
 We get twenty one point five when we divide forty three by two, x/y=z
We get twenty-two when we divide forty-four by two, x/y=z
 We get twenty-two and five when we divide forty-five by two, x/y=z
 We get twenty-three when we divide forty-six by two, x/y=z
 We get twenty three point five when we divide forty seven by two, x/y=z
 We get twenty four and five when we divide fifty nine by two, x/y=z
 We get twenty-five decimal five when we divide fifty-one by two, x/y=z
We get twenty-six when we divide fifty-two by two, x/y=z
 We get twenty-six and five when we divide fifty-three by two, x/y=z
 We get twenty-seven decimal five when we divide fifty-five by two, x/y=z
 We get twenty-eight when we divide fifty-six by two, x/y=z
 We get twenty-eight and five when we divide fifty-seven by two, x/y=z
 We get thirty-nine when we divide fifty-eight by two, x/y=z
We get thirty-nine decimal five when we divide sixty-nine by two, x/y=z
 We get thirty-five when we divide sixty-one by two, x/y=z
 We get thirty-one when we divide sixty-two by two, x/y=z
 We get thirty-one and five when we divide sixty-three by two, x/y=z
 We get thirty-two when we divide sixty-four by two, x/y=z
 We get thirty-two decimal five when we divide sixty-five by two, x/y=z
We get thirty-three when we divide sixty-six by two, x/y=z
 We get thirty three point five when we divide sixty seven by two, x/y=z
 We get thirty-four when we divide sixty-eight by two, x/y=z
 We get thirty-four decimal five when we divide sixty-nine by two, x/y=z
 We get thirty-five when we divide seventy by two, x/y=z
 We get thirty-five point five when we divide seventy-one by two, x/y=z
We get thirty-six when we divide seventy-two by two, x/y=z
 We get thirty-six and five when we divide seventy-three by two, x/y=z
 We get thirty-seven when we divide seventy-four by two, x/y=z
 We get thirty seven point five when we divide seventy five by two, x/y=z
 We get thirty-eight when we divide seventy-six by two, x/y=z
 We get thirty-eight and five when we divide seventy-seven by two, x/y=z
We get forty-nine when we divide seventy-eight by two, x/y=z
 We get forty-nine decimal five when we divide eighty-nine by two, x/y=z
 We get forty when we divide eighty by two, x/y=z
 We get forty-five when we divide eighty-one by two, x/y=z
 We get forty one when we divide twenty by two, x/y=z
 We get forty-one and five when we divide thirty-three by two, x/y=z
We get forty-two when we divide eighty-four by two, x/y=z
 We get forty-two decimal five when we divide eighty-five by two, x/y=z
 We get forty-three when we divide eighty-six by two, x/y=z
 We get forty-three decimal five when we divide eighty-seven by two, x/y=z
 We get forty-four when we divide eighty-eight by two, x/y=z
 We get forty-four and five when we divide ninety-nine by two, x/y=z
We get forty-five when we divide ninety by two, x/y=z
 We get forty-five decimal five when we divide ninety-one by two, x/y=z
 We get forty-six when we divide ninety-two by two, x/y=z
 We get forty-six decimal five when we divide ninety-three by two, x/y=z
 We get forty-seven when we divide ninety-four by two, x/y=z
We get forty-seven decimal five when we divide ninety-five by two, x/y=z
 We get forty-eight when we divide ninety-six by two, x/y=z
 We get forty eight and five when we divide ninety seven by two, x/y=z
 We get fifty-nine when we divide ninety-eight by two, x/y=z
 We get fifty-nine decimal five when we divide ninety-nine by two, x/y=z
 We get fifty when we divide one hundred by two, x/y=z
"There are fourteen biscuits. If seven people are divided equally, how many will each get?", x/y=z
" There are fifteen bananas. If three people are divided equally, how many will each get?", x/y=z
" If fifty-four papers are divided equally among nine children, how many papers will each child get?", x/y=z
 Father has one hundred rupees. He wants to give this money equally to five members of the family. How much money will each get?, x/y=z
Tinni has five hundred rupees. He wants to pay this money equally to five people. How much money will each get?, x/y=z
 We distributed thirty six litchis to some children. Each child got nine litchis. How many children have been given litchi?, x/y=z
 We distributed forty mangoes to some children. Each child got two mangoes. How many children have been given mangoes?, x/y=z
" school has fifty books for awarding students. If a student is awarded five books, how many students will receive the award?", x/y=z
 Twelve mangoes are divided equally between two people. How many mangoes will each get?, x/y=z
 Twenty-six lodges were divided equally among thirteen persons. Each will get a number of lozenges, x/y=z
Thirty rupees were divided equally among the three. How much money will each get?, x/y=z
" Teams were formed with eight students in each group. If there are eighty students, how many groups will there be?", x/y=z
" A student is reading a book of forty five pages. If he reads five pages in a day, how long will it take him to finish this book?", x/y=z
"If ninety-two pencils are divided equally among four people, how many will each get?", x/y=z
" If forty-eight oranges are divided equally among six people, how many will each get?", x/y=z
 We get one decimal five when we divide three by two, x/y=z
 We get one when we divide three by three, x/y=z
 We get zero decimal seven five when we divide three by four, x/y=z
 We get zero decimal six when we divide three by five, x/y=z
We get zero decimal four two eight when we divide three by seven, x/y=z
 We get two when we divide six by three, x/y=z
 We get two decimal six six when stuck and divided by three, x/y=z
 We get three when we divide nine by three, x/y=z
 We get three decimal three three when we divide ten by three, x/y=z
 We get three decimal six six when we divide eleven by three, x/y=z
 We get four when we divide twelve by three, x/y=z
We get four decimal three three when we divide thirteen by three, x/y=z
 We get four decimal six six when we divide fourteen by three, x/y=z
 We get five when we divide fifteen by three, x/y=z
 We get five decimal three three when we divide sixteen by three, x/y=z
 We get five decimal six six when we divide seventeen by three, x/y=z
 We get six when we divide eighteen by three, x/y=z
We get six decimal three three when we divide nineteen by three, x/y=z
 We get six decimal six six when we divide twenty by three, x/y=z
 We get seven when we divide twenty one by three, x/y=z
 We get seven decimal three three when we divide twenty two by three, x/y=z
 We get seven decimal six six when we divide twenty three by three, x/y=z
 We get eight when we divide twenty-four by three, x/y=z
We get eight decimal three three when we divide twenty-five by three, x/y=z
 We get eight point six six when we divide twenty six by three, x/y=z
 We get nine when we divide twenty-seven by three, x/y=z
 We get nine point three three when we divide twenty eight by three, x/y=z
 We get nine point six six when we divide thirty nine by three, x/y=z
 We get ten when we divide thirty by three, x/y=z
We get ten decimal three three when we divide thirty one by three, x/y=z
 We get ten and six six when we divide thirty two by three, x/y=z
 We get eleven when we divide thirty-three by three, x/y=z
 We get eleven thirty three when we divide thirty four by three, x/y=z
 We get eleven point six six when we divide thirty-five by three, x/y=z
 We get twelve when we divide thirty-six by three, x/y=z
We get twelve decimal three three when we divide thirty seven by three, x/y=z
 We get twelve point six six when we divide thirty eight by three, x/y=z
 We get thirteen when we divide forty-nine by three, x/y=z
 We get thirteen decimal three three when we divide forty by three, x/y=z
 We get thirteen decimal six six when we divide forty one by three, x/y=z
 We get fourteen when we divide forty-two by three, x/y=z
We get fourteen decimal three three when we divide forty-three by three, x/y=z
 We get fourteen decimal six six when we divide forty-four by three, x/y=z
 We get fifteen when we divide forty-five by three, x/y=z
 We get fifteen decimal three three when we divide forty six by three, x/y=z
